application_id,listing_id,user_id,applied_date,status,source
73,2,2574,2026-02-09 02:58:44,shortlisted,Trade Me
74,19,5812,2025-09-13 20:06:11,rejected,Trade Me
75,2,1627,2025-05-01 00:51:28,viewed,Trade Me
76,2,1149,2026-05-09 00:48:48,submitted,Trade Me
77,2,2559,2023-11-05 14:33:45,rejected,Referral
78,4,6640,2024-07-21 18:48:48,submitted,Direct
79,2,4573,2023-12-18 20:34:28,rejected,Trade Me
80,2,5108,2025-05-27 15:31:25,viewed,Trade Me
81,2,1608,2023-10-10 21:00:22,viewed,Trade Me
82,3,1003,2025-08-29 04:28:45,rejected,Trade Me
83,2,4519,2023-10-13 16:37:46,shortlisted,Direct
84,2,1496,2023-12-24 04:49:31,viewed,Direct
85,2,2965,2026-07-23 17:07:02,viewed,Trade Me
86,3,4664,2026-03-29 09:55:54,viewed,Direct
87,2,3460,2024-05-09 21:25:41,rejected,Referral
88,2,3864,2025-07-12 17:06:26,viewed,Trade Me
89,2,3462,2024-04-06 08:49:22,shortlisted,Direct
90,2,462,2025-08-12 14:26:12,viewed,Direct
91,2,3770,2024-10-17 08:51:37,submitted,Trade Me
92,3,5598,2025-12-21 08:19:26,rejected,Trade Me
93,2,5711,2026-05-16 01:09:47,shortlisted,Trade Me
94,6,2528,2024-06-30 02:23:43,shortlisted,Direct
95,3,1419,2023-08-05 10:08:51,viewed,Trade Me
96,2,6668,2024-07-17 22:21:31,viewed,Trade Me
97,10,4377,2025-05-18 10:24:00,shortlisted,Trade Me
98,3,3598,2026-08-09 18:15:30,submitted,Trade Me
99,4,6987,2025-10-21 09:20:33,shortlisted,Direct
100,4,3914,2025-10-28 04:14:05,submitted,Referral
101,3,6294,2024-04-16 13:38:41,submitted,Trade Me
102,3,2500,2026-08-03 11:55:47,viewed,Direct
103,2,4132,2026-03-17 21:24:08,rejected,Direct
104,3,1361,2025-03-02 01:38:31,rejected,Trade Me
105,3,70,2023-12-10 00:19:01,rejected,Trade Me
106,4,4036,2025-12-31 19:41:01,rejected,Trade Me
107,21,5843,2025-07-21 01:18:26,rejected,Trade Me
108,23,4717,2026-05-09 07:36:47,rejected,Trade Me
109,2,3694,2026-04-16 15:30:24,rejected,Trade Me
110,2,2745,2023-08-26 13:32:23,rejected,Trade Me
111,2,4878,2024-08-23 09:44:59,viewed,Trade Me
112,2,1057,2025-11-20 06:42:00,viewed,Trade Me
113,3,5061,2023-11-16 07:11:19,viewed,Trade Me
114,3,4666,2023-12-20 00:16:34,submitted,Referral
115,2,2037,2023-08-28 09:40:40,viewed,Trade Me
116,2,4950,2024-08-24 13:54:41,submitted,Trade Me
117,5,262,2024-10-18 03:19:39,rejected,Direct
118,2,5226,2026-06-07 20:37:14,viewed,Direct
119,4,6760,2023-08-12 22:42:43,rejected,Referral
120,2,510,2025-06-19 02:49:16,submitted,Trade Me
121,3,4440,2024-02-28 10:31:12,rejected,Referral
122,4,6031,2026-02-08 11:05:57,viewed,Referral
123,3,2483,2023-12-25 05:26:11,submitted,Direct
124,3,1631,2026-06-11 11:51:18,rejected,Trade Me
125,5,410,2025-04-08 01:51:48,shortlisted,Trade Me
126,4,3877,2024-04-25 17:30:57,submitted,Trade Me
127,6,1495,2023-08-18 03:01:01,shortlisted,Trade Me
128,2,6671,2023-10-26 15:51:38,submitted,Direct
129,2,1531,2025-08-29 09:42:16,viewed,Trade Me
130,5,452,2025-12-18 07:08:58,rejected,Trade Me
131,2,6269,2024-11-23 07:36:42,submitted,Trade Me
132,2,6560,2025-12-28 18:23:37,viewed,Trade Me
133,3,5185,2025-07-23 12:06:03,rejected,Trade Me
134,4,2021,2025-11-24 20:34:44,rejected,Direct
135,2,3995,2026-02-20 14:04:18,shortlisted,Trade Me
136,5,4610,2023-11-17 04:59:05,shortlisted,Trade Me
137,2,4614,2024-06-28 17:24:53,viewed,Referral
138,2,54,2023-09-15 14:16:30,rejected,Direct
139,2,798,2023-09-24 03:45:52,viewed,Direct
140,5,395,2025-07-12 15:12:53,shortlisted,Trade Me
141,2,1360,2024-06-20 13:51:34,viewed,Direct
142,6,4781,2023-11-06 19:44:32,submitted,Trade Me
143,4,5623,2024-03-08 01:30:18,viewed,Referral
144,2,4131,2024-02-16 16:53:48,submitted,Trade Me
145,3,6121,2026-03-30 21:14:39,viewed,Direct
146,3,401,2024-07-13 20:29:23,shortlisted,Trade Me
147,2,1407,2025-12-19 08:49:03,viewed,Trade Me
148,2,418,2024-10-05 23:39:08,viewed,Direct
149,3,4327,2025-07-31 18:19:02,rejected,Trade Me
150,2,4819,2026-06-24 13:24:56,viewed,Trade Me
151,4,1175,2025-05-03 17:13:03,rejected,Trade Me
152,4,1138,2025-01-29 11:31:45,rejected,Direct
153,2,5004,2025-12-17 00:55:43,shortlisted,Trade Me
154,2,5345,2024-03-25 09:31:31,submitted,Trade Me
155,2,4358,2026-05-18 16:58:26,submitted,Trade Me
156,35,3438,2025-03-31 12:56:21,viewed,Direct
157,3,2875,2023-09-13 21:15:58,submitted,Trade Me
158,3,2430,2024-04-29 11:04:56,viewed,Trade Me
159,2,421,2025-08-15 12:43:38,viewed,Trade Me
160,2,2353,2026-04-05 13:41:57,submitted,Trade Me
161,2,1076,2024-03-16 14:06:50,submitted,Trade Me
162,2,3372,2025-11-20 21:32:53,shortlisted,Direct
163,4,1974,2025-04-26 13:02:24,viewed,Trade Me
164,2,2269,2025-07-02 00:13:31,rejected,Trade Me
165,4,1053,2024-05-15 05:35:05,rejected,Trade Me
166,5,1486,2026-03-18 07:58:01,viewed,Trade Me
167,16,2200,2026-05-20 04:14:03,submitted,Trade Me
168,2,139,2025-12-25 08:53:42,viewed,Referral
169,5,3606,2024-09-21 22:08:17,viewed,Trade Me
170,2,2753,2025-12-07 02:48:40,viewed,Trade Me
171,2,5508,2025-10-27 14:54:35,submitted,Trade Me
172,2,5034,2025-05-17 02:05:26,viewed,Referral
173,2,4276,2026-07-23 16:00:14,viewed,Trade Me
174,2,9,2023-11-21 16:56:46,viewed,Trade Me
175,2,1907,2023-09-20 21:50:50,submitted,Trade Me
176,3,2241,2025-10-24 14:58:42,rejected,Trade Me
177,2,56,2025-06-15 18:27:54,viewed,Direct
178,2,6006,2023-10-17 05:23:13,viewed,Direct
179,2,4617,2024-02-04 20:38:36,shortlisted,Trade Me
180,13,6843,2024-07-08 17:28:19,shortlisted,Trade Me
181,2,1306,2025-10-02 19:39:09,rejected,Direct
182,2,4156,2024-05-27 12:09:47,viewed,Direct
183,3,2344,2024-02-23 01:52:52,viewed,Trade Me
184,2,4027,2024-04-08 06:48:29,shortlisted,Trade Me
185,21,6642,2024-12-29 21:38:47,rejected,Trade Me
186,8,4244,2025-01-23 02:30:18,submitted,Trade Me
187,2,6897,2024-05-03 08:49:29,shortlisted,Referral
188,2,663,2026-07-25 13:49:55,submitted,Trade Me
189,4,5294,2024-09-05 22:57:22,shortlisted,Referral
190,2,4797,2023-09-29 10:54:36,rejected,Trade Me
191,2,4540,2023-08-07 11:22:25,submitted,Trade Me
192,3,2810,2026-07-02 03:53:30,submitted,Trade Me
193,2,6292,2024-02-10 14:13:09,shortlisted,Direct
194,2,1232,2025-05-08 10:39:53,rejected,Trade Me
195,6,6105,2024-07-08 22:18:46,viewed,Direct
196,2,1622,2025-09-15 20:14:03,submitted,Trade Me
197,2,1378,2025-02-11 16:23:06,shortlisted,Trade Me
198,2,4220,2025-09-08 18:02:41,submitted,Trade Me
199,3,368,2024-05-18 03:50:38,rejected,Trade Me
200,2,2721,2025-01-15 05:01:38,shortlisted,Trade Me
201,2,5237,2025-02-10 12:03:31,viewed,Direct
202,4,2867,2024-01-11 20:21:20,shortlisted,Trade Me
203,7,2289,2024-05-16 09:59:41,submitted,Trade Me
204,2,1460,2026-01-05 17:33:07,viewed,Trade Me
205,3,5682,2025-10-03 11:08:55,shortlisted,Trade Me
206,3,1962,2026-01-15 04:08:32,submitted,Direct
207,4,5393,2025-07-28 04:34:33,rejected,Trade Me
208,2,2422,2024-09-06 15:09:06,rejected,Trade Me
209,7,3199,2025-11-29 04:33:24,submitted,Trade Me
210,4,621,2024-04-19 08:28:28,submitted,Trade Me
211,3,6726,2024-02-26 14:30:53,shortlisted,Trade Me
212,3,2461,2026-05-20 20:09:30,shortlisted,Trade Me
213,4,1065,2024-12-15 23:20:52,shortlisted,Direct
214,2,2268,2025-12-12 18:34:05,viewed,Trade Me
215,2,2368,2024-11-16 15:09:10,submitted,Trade Me
216,7,2388,2026-07-08 22:16:49,rejected,Trade Me
217,2,4359,2025-05-02 22:43:08,viewed,Trade Me
218,2,3406,2024-12-15 05:14:15,submitted,Trade Me
219,13,4523,2025-09-15 09:09:19,submitted,Trade Me
220,2,3353,2023-11-18 18:34:56,viewed,Trade Me
221,2,5839,2026-07-29 03:17:46,viewed,Trade Me
222,2,3030,2026-01-08 12:37:20,viewed,Trade Me
223,2,2272,2026-01-25 05:12:53,rejected,Trade Me
224,2,6677,2024-06-21 22:04:03,viewed,Trade Me
225,2,4426,2023-11-11 05:28:22,viewed,Trade Me
226,2,4128,2024-05-31 10:16:09,viewed,Trade Me
227,2,5585,2025-12-20 06:11:54,viewed,Referral
228,2,6919,2026-07-04 03:22:16,rejected,Direct
229,2,6629,2025-02-17 19:12:21,shortlisted,Trade Me
230,11,2020,2024-01-09 12:24:48,rejected,Trade Me
231,2,4086,2023-09-05 05:26:48,shortlisted,Direct
232,7,153,2024-01-06 21:18:46,rejected,Trade Me
233,17,4251,2026-01-29 17:28:21,submitted,Trade Me
234,2,2884,2025-07-03 19:28:40,submitted,Trade Me
235,2,5774,2025-10-22 04:17:38,viewed,Trade Me
236,2,3394,2026-03-03 22:01:17,rejected,Trade Me
237,2,5628,2026-04-11 18:00:57,viewed,Trade Me
238,2,3588,2026-08-08 09:28:16,rejected,Trade Me
239,2,5715,2026-08-09 01:09:39,submitted,Direct
240,2,192,2026-08-12 11:32:46,viewed,Trade Me
241,2,5708,2026-05-06 19:37:14,rejected,Trade Me
242,9,5410,2025-09-29 20:53:13,rejected,Trade Me
243,3,2031,2025-09-25 17:34:05,submitted,Direct
244,2,4649,2026-04-25 19:33:54,rejected,Trade Me
245,4,1949,2024-10-27 19:39:33,viewed,Trade Me
246,4,6586,2025-09-03 13:58:33,submitted,Trade Me
247,2,3168,2026-04-13 23:46:41,submitted,Trade Me
248,3,4636,2025-04-03 23:48:37,rejected,Direct
249,3,6222,2026-07-02 06:09:11,shortlisted,Trade Me
250,6,1710,2025-04-29 02:54:21,submitted,Trade Me
251,3,6295,2023-10-16 22:44:13,viewed,Trade Me
252,2,5274,2025-11-10 15:14:09,viewed,Direct
253,6,4363,2024-06-30 11:41:13,submitted,Trade Me
254,2,5919,2024-02-01 05:27:28,viewed,Trade Me
255,2,4923,2025-03-26 06:02:39,viewed,Trade Me
256,3,6004,2024-02-20 11:17:06,viewed,Trade Me
257,2,5407,2026-05-14 02:57:07,viewed,Direct
258,8,1089,2026-05-07 20:28:42,viewed,Direct
259,5,6271,2026-06-02 15:55:02,submitted,Trade Me
260,2,6273,2025-11-30 09:31:42,viewed,Trade Me
261,2,4583,2024-04-05 21:14:20,viewed,Direct
262,10,1388,2023-12-30 22:25:34,viewed,Referral
263,4,3332,2025-07-21 23:44:44,shortlisted,Trade Me
264,2,4762,2024-06-29 15:41:07,viewed,Direct
265,2,2968,2025-07-21 06:12:50,submitted,Trade Me
266,2,5924,2025-04-16 00:57:07,viewed,Direct
267,2,744,2023-11-01 23:12:09,viewed,Trade Me
268,2,3132,2023-10-06 21:26:56,viewed,Trade Me
269,2,6545,2023-09-16 20:02:15,viewed,Direct
270,2,1925,2025-05-15 18:45:07,submitted,Direct
271,2,848,2026-02-24 02:22:04,viewed,Trade Me
272,3,6551,2023-10-11 22:39:50,viewed,Direct
273,2,2090,2024-08-20 21:30:06,shortlisted,Trade Me
274,2,790,2024-06-09 07:10:17,viewed,Trade Me
275,3,6614,2025-08-18 04:47:52,viewed,Trade Me
276,2,4785,2024-03-07 02:42:44,viewed,Trade Me
277,9,1926,2025-07-31 10:11:32,submitted,Trade Me
278,2,277,2026-04-26 02:45:09,submitted,Trade Me
279,2,5366,2025-01-29 00:09:04,viewed,Trade Me
280,2,151,2026-05-13 19:55:08,shortlisted,Referral
281,3,245,2025-10-28 16:16:45,rejected,Trade Me
282,3,1945,2026-03-05 13:24:10,submitted,Referral
283,2,5056,2024-04-24 15:17:02,submitted,Direct
284,2,6719,2025-11-29 16:48:28,rejected,Referral
285,16,2204,2026-01-21 13:02:38,viewed,Trade Me
286,2,1322,2025-07-13 15:17:30,viewed,Trade Me
287,2,3596,2023-11-16 12:36:46,rejected,Direct
288,2,5023,2024-01-31 07:29:12,viewed,Trade Me
289,2,3198,2026-05-15 06:44:30,rejected,Trade Me
290,2,1980,2023-08-16 01:34:37,shortlisted,Trade Me
291,2,504,2024-06-19 01:55:05,viewed,Trade Me
292,2,3904,2026-08-07 01:43:25,viewed,Trade Me
293,12,5813,2024-07-16 10:35:34,rejected,Direct
294,2,5335,2025-01-11 10:43:44,rejected,Trade Me
295,4,5595,2025-05-18 03:43:56,rejected,Trade Me
296,2,4963,2025-04-24 02:34:22,submitted,Trade Me
297,2,6714,2026-07-19 07:02:29,shortlisted,Direct
298,3,3742,2024-08-22 07:41:05,viewed,Trade Me
299,2,5458,2024-10-14 12:22:44,rejected,Trade Me
300,2,3167,2023-09-19 12:10:37,shortlisted,Direct
301,32,5073,2025-07-19 05:13:37,submitted,Trade Me
302,2,3392,2024-06-09 05:54:35,rejected,Trade Me
303,2,6807,2024-12-05 11:52:58,shortlisted,Trade Me
304,6,4068,2025-12-14 07:51:01,submitted,Direct
305,2,6585,2024-03-30 13:41:08,viewed,Trade Me
306,3,1692,2025-06-11 06:13:23,viewed,Trade Me
307,12,4218,2025-06-19 08:38:23,shortlisted,Trade Me
308,2,2628,2025-05-07 12:43:48,viewed,Trade Me
309,4,442,2024-02-05 11:42:05,viewed,Trade Me
310,2,3043,2024-09-10 09:43:52,viewed,Trade Me
311,3,1691,2023-09-19 20:29:16,submitted,Trade Me
312,5,1038,2026-07-16 05:49:08,shortlisted,Trade Me
313,3,1059,2024-03-15 11:21:37,rejected,Trade Me
314,2,413,2025-01-24 12:06:24,submitted,Direct
315,2,2616,2025-12-11 09:58:05,shortlisted,Trade Me
316,2,1767,2025-01-31 13:49:08,viewed,Trade Me
317,2,3100,2024-10-12 13:30:54,rejected,Trade Me
318,2,3824,2024-07-06 05:24:12,submitted,Trade Me
319,2,6652,2024-09-13 10:25:21,viewed,Direct
320,4,13,2024-02-20 06:42:32,submitted,Referral
321,2,4168,2026-02-28 17:21:26,viewed,Trade Me
322,2,1895,2024-12-31 06:23:59,rejected,Trade Me
323,2,743,2025-10-29 16:40:18,submitted,Trade Me
324,2,6603,2025-08-25 09:49:32,viewed,Trade Me
325,3,6852,2025-02-05 09:41:12,submitted,Direct
326,2,3247,2025-12-19 16:26:28,shortlisted,Trade Me
327,2,5793,2025-12-31 04:58:04,shortlisted,Trade Me
328,3,3743,2025-11-04 15:37:11,submitted,Trade Me
329,4,4150,2026-08-23 08:11:27,submitted,Trade Me
330,2,1924,2025-10-30 07:59:49,rejected,Referral
331,600,3655,2025-09-30 01:53:15,viewed,Trade Me
332,3,3619,2024-03-29 01:15:32,viewed,Trade Me
333,2,6760,2024-07-17 18:20:38,rejected,Direct
334,2,841,2026-04-26 17:22:25,shortlisted,Trade Me
335,3,345,2026-08-12 18:24:27,viewed,Trade Me
336,20,1889,2025-08-04 04:10:36,shortlisted,Trade Me
337,6,5246,2025-07-14 06:24:34,submitted,Direct
338,11,4469,2023-11-14 17:56:04,submitted,Trade Me
339,2,3162,2026-07-12 08:29:12,shortlisted,Trade Me
340,2,6505,2024-11-09 10:39:10,viewed,Trade Me
341,2,5923,2026-05-07 22:16:32,viewed,Trade Me
342,2,5164,2024-06-15 16:02:46,rejected,Trade Me
343,9,1045,2026-06-20 20:32:24,rejected,Trade Me
344,2,1919,2023-09-11 03:33:46,rejected,Trade Me
345,2,5197,2025-03-31 21:14:31,rejected,Trade Me
346,2,6682,2026-07-26 18:29:18,submitted,Trade Me
347,12,3489,2023-11-05 15:01:11,submitted,Direct
348,3,3419,2026-04-08 16:55:01,submitted,Trade Me
349,2,6573,2024-09-27 13:56:11,rejected,Trade Me
350,12,2916,2026-08-12 18:22:26,viewed,Trade Me
351,2,1037,2024-06-04 23:09:44,rejected,Trade Me
352,3,6299,2024-02-25 14:26:11,viewed,Trade Me
353,2,1775,2025-01-14 19:23:51,submitted,Direct
354,2,6580,2025-10-08 02:32:39,viewed,Trade Me
355,2,3667,2024-02-24 04:57:56,submitted,Trade Me
356,7,6507,2024-06-15 20:31:30,shortlisted,Trade Me
357,5,4057,2024-02-06 03:51:57,viewed,Trade Me
358,2,848,2024-12-29 09:31:16,viewed,Trade Me
359,2,2580,2025-02-06 15:21:45,viewed,Trade Me
360,2,5445,2025-07-06 05:34:03,shortlisted,Trade Me
361,2,2918,2025-06-18 19:22:36,rejected,Referral
362,2,5730,2024-06-24 23:06:57,submitted,Trade Me
363,2,4438,2025-10-26 08:05:35,submitted,Trade Me
364,2,6922,2026-04-25 16:52:00,shortlisted,Trade Me
365,2,6045,2024-03-06 01:07:30,shortlisted,Trade Me
366,3,2475,2024-05-22 03:05:46,viewed,Trade Me
367,2,2688,2024-07-12 00:56:55,viewed,Trade Me
368,2,6614,2025-11-19 00:11:46,submitted,Trade Me
369,4,5564,2024-01-14 06:05:09,submitted,Trade Me
370,5,4784,2025-07-03 05:39:52,rejected,Direct
371,8,288,2023-12-04 07:57:48,rejected,Trade Me
372,6,4020,2025-04-22 13:04:43,rejected,Direct
373,11,5460,2025-07-28 01:24:34,submitted,Trade Me
374,3,4479,2026-07-12 00:51:36,shortlisted,Trade Me
375,5,520,2025-04-12 15:23:53,rejected,Trade Me
376,2,6186,2023-09-08 09:22:52,viewed,Trade Me
377,2,334,2026-05-22 05:57:46,viewed,Direct
378,3,6029,2024-01-06 16:25:56,viewed,Trade Me
379,2,6479,2026-07-10 04:22:39,viewed,Trade Me
380,2,2846,2025-08-27 08:06:01,rejected,Trade Me
381,2,6446,2024-03-07 16:52:33,submitted,Trade Me
382,2,1277,2024-11-06 21:18:03,submitted,Trade Me
383,2,2793,2024-12-23 20:26:57,submitted,Trade Me
384,3,3122,2025-03-23 08:04:20,viewed,Direct
385,2,1816,2026-01-17 00:54:42,viewed,Trade Me
386,4,5099,2025-06-18 16:42:10,submitted,Trade Me
387,2,848,2026-03-10 21:59:54,submitted,Trade Me
388,2,4791,2025-06-06 21:00:37,shortlisted,Direct
389,2,5405,2025-04-27 12:10:48,submitted,Trade Me
390,4,6081,2024-03-03 12:03:51,rejected,Referral
391,2,164,2025-04-11 21:40:52,shortlisted,Trade Me
392,3,6966,2023-12-31 00:38:44,submitted,Trade Me
393,3,5021,2025-08-12 15:20:51,viewed,Trade Me
394,2,4197,2026-05-06 01:28:37,rejected,Direct
395,2,608,2024-12-08 12:07:19,shortlisted,Trade Me
396,3,1072,2023-10-18 09:56:28,rejected,Trade Me
397,3,2728,2025-09-26 00:26:14,viewed,Referral
398,4,1153,2025-09-19 02:59:09,rejected,Referral
399,2,6596,2026-02-09 01:15:07,submitted,Direct
400,4,854,2024-07-31 00:58:59,submitted,Trade Me
401,2,3238,2025-07-28 16:34:32,rejected,Trade Me
402,2,6907,2023-09-04 22:32:06,submitted,Trade Me
403,2,846,2024-09-09 06:38:10,submitted,Direct
404,2,3294,2025-06-17 23:26:10,rejected,Trade Me
405,19,3164,2025-10-16 03:16:23,shortlisted,Trade Me
406,6,1442,2024-08-13 02:31:12,viewed,Trade Me
407,2,1343,2024-09-03 17:33:59,submitted,Trade Me
408,4,71,2026-02-07 16:46:33,submitted,Trade Me
409,2,3241,2024-03-29 13:07:56,shortlisted,Trade Me
410,2,2026,2024-01-11 00:18:04,viewed,Trade Me
411,2,3340,2026-07-20 07:22:12,viewed,Trade Me
412,3,6976,2026-07-11 17:42:53,rejected,Direct
413,2,6678,2024-08-17 05:18:23,submitted,Trade Me
414,2,920,2026-05-15 13:24:08,submitted,Trade Me
415,2,6386,2024-01-03 15:22:05,shortlisted,Direct
416,2,3325,2025-02-26 18:34:15,rejected,Direct
417,3,4636,2025-09-09 19:01:59,submitted,Trade Me
418,2,2071,2024-06-23 14:19:04,rejected,Trade Me
419,2,1694,2024-10-23 22:20:22,viewed,Direct
420,2,4962,2024-06-28 15:20:13,submitted,Referral
421,2,3254,2024-01-22 06:47:26,viewed,Direct
422,4,4872,2023-11-18 21:40:53,shortlisted,Trade Me
423,2,5271,2024-04-23 05:44:23,rejected,Trade Me
424,2,4658,2023-12-05 06:40:16,viewed,Trade Me
425,6,273,2024-09-30 22:50:59,rejected,Direct
426,2,1162,2024-01-05 19:09:47,viewed,Trade Me
427,2,6325,2025-05-21 11:57:31,shortlisted,Trade Me
428,121,1023,2024-12-10 00:37:07,viewed,Trade Me
429,5,6057,2025-11-22 01:34:53,rejected,Direct
430,3,2555,2024-01-14 22:52:43,submitted,Trade Me
431,2,5632,2025-12-23 06:24:49,viewed,Trade Me
432,14,2430,2023-10-27 04:47:41,viewed,Referral
433,2,212,2025-07-16 16:51:52,viewed,Direct
434,6,455,2024-03-19 12:07:04,submitted,Direct
435,2,3303,2026-02-02 22:11:56,submitted,Direct
436,2,4166,2024-08-17 23:29:22,viewed,Referral
437,2,1686,2024-09-04 06:40:10,submitted,Trade Me
438,2,149,2025-08-18 12:05:45,submitted,Trade Me
439,2,608,2025-04-04 08:55:21,submitted,Trade Me
440,2,511,2026-01-18 21:40:19,viewed,Direct
441,3,2340,2025-05-26 15:45:18,viewed,Direct
442,2,6873,2024-08-29 07:13:09,submitted,Trade Me
443,2,6962,2024-11-11 12:47:44,rejected,Trade Me
444,3,5059,2024-10-15 01:00:06,rejected,Direct
445,35,6182,2023-12-16 08:51:35,rejected,Trade Me
446,2,4620,2025-01-19 13:32:27,viewed,Trade Me
447,2,989,2023-11-22 04:16:01,rejected,Direct
448,18,6267,2026-08-19 20:27:59,rejected,Referral
449,38,4559,2024-08-24 10:45:25,viewed,Direct
450,7,4276,2025-04-28 22:26:08,submitted,Trade Me
451,2,5815,2023-12-16 07:31:16,rejected,Trade Me
452,2,6990,2025-06-25 13:13:30,rejected,Trade Me
453,2,5345,2024-07-20 14:00:08,shortlisted,Direct
454,2,3873,2024-02-03 16:53:38,viewed,Trade Me
455,3,221,2024-12-10 06:07:20,rejected,Trade Me
456,24,5540,2024-12-20 02:18:45,viewed,Trade Me
457,2,5737,2025-08-28 16:05:17,submitted,Direct
458,2,6841,2023-09-26 13:21:19,viewed,Trade Me
459,5,2827,2026-01-03 01:35:15,submitted,Direct
460,2,6291,2024-07-15 13:51:00,rejected,Direct
461,2,6019,2026-04-03 01:16:02,viewed,Trade Me
462,2,6808,2025-01-31 13:53:05,shortlisted,Referral
463,2,2853,2025-08-19 14:14:55,submitted,Trade Me
464,2,2331,2026-03-08 22:34:56,rejected,Trade Me
465,3,2114,2025-07-03 13:42:14,rejected,Direct
466,4,1237,2024-12-02 04:35:24,submitted,Trade Me
467,2,4950,2026-03-30 10:13:24,submitted,Trade Me
468,4,5854,2025-04-21 06:32:01,viewed,Direct
469,2,841,2023-08-06 05:05:21,rejected,Trade Me
470,2,5867,2024-09-02 03:27:48,submitted,Direct
471,2,4041,2024-06-25 13:54:24,viewed,Trade Me
